Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,1327.249755859375,1336.340576171875,1309.0682373046875,1327.249755859375,822.898193359375,134892579
2014-01-03,1318.1590576171875,1327.249755859375,1299.9775390625,1318.1590576171875,817.261962890625,112952700
2014-01-06,1309.0682373046875,1318.1590576171875,1272.705322265625,1277.2506103515625,791.8985595703125,123158677
2014-01-07,1286.3414306640625,1295.43212890625,1286.3414306640625,1286.3414306640625,797.534912109375,97870340
2014-01-08,1290.8868408203125,1313.6136474609375,1290.8868408203125,1304.52294921875,808.8074951171875,105881778
2014-01-09,1309.0682373046875,1340.885986328125,1309.0682373046875,1331.795166015625,825.71630859375,233971291
2014-01-10,1336.340576171875,1381.7943115234375,1331.795166015625,1381.7943115234375,856.7160034179688,333963018
2014-01-13,1399.975830078125,1527.246337890625,1399.975830078125,1522.700927734375,944.0784301757812,761610254
2014-01-15,1545.4278564453125,1563.609375,1518.1556396484375,1540.8824462890625,955.3510131835938,359481259
2014-01-16,1536.337158203125,1536.337158203125,1472.7017822265625,1472.7017822265625,913.07861328125,149927089
2014-01-17,1472.7017822265625,1527.246337890625,1468.156494140625,1513.6102294921875,938.442138671875,125248713
2014-01-20,1499.97412109375,1513.6102294921875,1486.3380126953125,1490.88330078125,924.3514404296875,73382817
2014-01-21,1490.88330078125,1527.246337890625,1490.88330078125,1513.6102294921875,938.442138671875,138343889
2014-01-22,1518.1556396484375,1549.9732666015625,1513.6102294921875,1527.246337890625,946.896484375,227383827
2014-01-23,1581.7908935546875,1609.0631103515625,1572.7000732421875,1581.7908935546875,980.7141723632812,369611334
2014-01-24,1527.246337890625,1581.7908935546875,1522.700927734375,1527.246337890625,946.896484375,280965202
2014-01-27,1463.611083984375,1513.6102294921875,1454.5203857421875,1499.97412109375,929.9876708984375,238559470
2014-01-28,1463.611083984375,1504.5194091796875,1463.611083984375,1486.3380126953125,921.5331420898438,147482297
2014-01-29,1486.3380126953125,1513.6102294921875,1481.7926025390625,1509.0648193359375,935.6239624023438,276946833
2014-01-30,1472.7017822265625,1513.6102294921875,1472.7017822265625,1513.6102294921875,938.442138671875,160342069
2014-02-03,1513.6102294921875,1518.1556396484375,1499.97412109375,1509.0648193359375,935.6239624023438,125575418
2014-02-04,1504.5194091796875,1522.700927734375,1477.2471923828125,1504.5194091796875,932.8057861328125,171252607
2014-02-05,1509.0648193359375,1522.700927734375,1490.88330078125,1513.6102294921875,938.442138671875,144206990
